medicine_id,medicine_name,category,price,stock_quantity,expiry_date,batch_number,manufacturer,storage_condition
MED-1237,Zyrpril,Analgesic,53.31,485,02-12-2027,BN-54638,Turner-Harris Pharma,Cool/Dry
MED-1238,Cetinol,Dermatology,55.68,207,09-06-2027,BN-50506,"Moore, Fernandez and Jones Pharma",Room Temp
MED-1239,Metzole,Antiviral,17.77,458,11-10-2028,BN-50137,Norman Ltd Pharma,Room Temp
MED-1240,Dolofen,Cardiology,60.8,118,27-10-2026,BN-88788,Owen Group Pharma,Cool/Dry
MED-1241,Ibunol,Analgesic,140.03,482,05-04-2028,BN-13741,"Coleman, Ayala and Robinson Pharma",Refrigerated
MED-1242,Ibuzen,Antiviral,19.09,490,06-11-2027,BN-69023,Kirk-Porter Pharma,Refrigerated
MED-1243,Dolotin,Analgesic,69,236,29-02-2028,BN-78357,Collins LLC Pharma,Cool/Dry
MED-1244,Cetipril,Analgesic,114.36,228,30-07-2028,BN-30615,"Smith, Malone and English Pharma",Room Temp
MED-1245,Ibudex,Cardiology,8.12,41,07-05-2027,BN-82475,Ramos Ltd Pharma,Cool/Dry
MED-1246,Glyconol,Antiviral,5.78,399,10-03-2027,BN-21772,"Baxter, Wallace and Hardy Pharma",Room Temp
MED-1247,Cetiline,Antibiotic,60.62,55,29-05-2027,BN-32070,"Anderson, Pope and Chandler Pharma",Room Temp
MED-1248,Althomab,Antiviral,15.47,146,11-06-2027,BN-84056,Valenzuela Group Pharma,Room Temp
MED-1249,Panvin,Analgesic,114.2,364,20-11-2027,BN-57990,"Howard, Taylor and Parker Pharma",Refrigerated
MED-1250,Panline,Dermatology,57.69,102,27-08-2027,BN-59715,"Stephens, Brown and Santos Pharma",Refrigerated
MED-1251,Ibuline,Antiviral,19.84,14,08-03-2028,BN-72709,"Mitchell, Ellis and Wright Pharma",Refrigerated
MED-1252,Lipotin,Cardiology,103.3,274,04-08-2027,BN-35542,"Michael, Vaughn and Baker Pharma",Refrigerated
MED-1253,Cetizole,Dermatology,66.16,342,28-04-2028,BN-35142,"Lane, Steele and Chan Pharma",Cool/Dry
MED-1254,Zyrvin,Cardiology,79.94,375,15-11-2028,BN-73610,Bowers-Wood Pharma,Room Temp
MED-1255,Glycotin,Antibiotic,104.84,401,07-04-2027,BN-73866,"Watson, Bautista and Ramos Pharma",Cool/Dry
MED-1256,Ibuvin,Cardiology,41.86,93,01-02-2028,BN-91310,Smith Group Pharma,Room Temp
MED-1257,Althofen,Antibiotic,16.87,196,10-08-2028,BN-22915,"Wright, Valdez and Mendoza Pharma",Room Temp
MED-1258,Lipozole,Cardiology,11.66,275,05-06-2028,BN-24629,Bailey LLC Pharma,Refrigerated
MED-1259,Metzole,Antiviral,27.27,76,12-02-2028,BN-56484,Holmes-Sparks Pharma,Refrigerated
MED-1260,Panmab,Cardiology,97.08,253,17-05-2028,BN-14758,"Riley, Hill and Adams Pharma",Room Temp
MED-1261,Pandex,Cardiology,24.93,196,01-12-2026,BN-13935,Stewart-Diaz Pharma,Room Temp
MED-1262,Metzole,Analgesic,38.31,323,09-07-2028,BN-24033,Garcia-Clark Pharma,Refrigerated
MED-1263,Exertin,Antiviral,110.54,102,09-03-2029,BN-77184,Stewart LLC Pharma,Room Temp
MED-1264,Cetidex,Antiviral,116.94,202,18-12-2027,BN-87950,Erickson Inc Pharma,Cool/Dry
MED-1265,Dolomab,Antiviral,124.34,291,10-05-2027,BN-32784,"Banks, Kelley and Mclaughlin Pharma",Room Temp
MED-1266,Cetizen,Cardiology,37.22,285,22-07-2028,BN-83855,Thompson-Newman Pharma,Room Temp
MED-1267,Zyrfen,Dermatology,90.57,287,16-11-2028,BN-61140,"Daniels, Wong and Thompson Pharma",Cool/Dry
MED-1268,Cetifen,Analgesic,20.97,208,16-11-2028,BN-62337,"Walker, Rios and Collins Pharma",Room Temp
MED-1269,Metnol,Dermatology,62.65,481,19-12-2028,BN-22991,"Jackson, Anderson and Ruiz Pharma",Room Temp
MED-1270,Althovin,Dermatology,141.25,203,10-04-2028,BN-71627,Jackson Ltd Pharma,Room Temp
MED-1271,Zyrvin,Cardiology,48.22,13,22-04-2027,BN-74696,Wong Inc Pharma,Refrigerated
MED-1272,Panzen,Cardiology,19.06,269,23-06-2027,BN-75555,Mitchell-Sanders Pharma,Room Temp
MED-1273,Glycopril,Analgesic,17.22,223,14-07-2028,BN-70075,Mcpherson Inc Pharma,Refrigerated
MED-1274,Dolotin,Antiviral,57.79,307,04-10-2026,BN-71063,"Kelly, Watson and Morgan Pharma",Refrigerated
MED-1275,Pannol,Antiviral,113.82,129,08-11-2027,BN-67596,"Travis, Anderson and Robinson Pharma",Cool/Dry
MED-1276,Dolopril,Cardiology,77.98,31,16-12-2027,BN-52882,Moreno and Sons Pharma,Cool/Dry
MED-1277,Cetitin,Analgesic,15.11,495,15-02-2028,BN-80001,"Coleman, Coleman and Mitchell Pharma",Room Temp
MED-1278,Ibuzen,Dermatology,20.15,418,26-11-2028,BN-22464,Gay-Rios Pharma,Refrigerated
MED-1279,Ibumab,Antiviral,26.03,415,13-10-2027,BN-69671,Yang Inc Pharma,Cool/Dry
MED-1280,Dolozole,Analgesic,22.37,123,24-06-2028,BN-88635,Lewis Inc Pharma,Refrigerated
MED-1281,Glycomab,Analgesic,40.73,467,06-10-2027,BN-84989,Smith-Kelly Pharma,Room Temp
MED-1282,Althodex,Cardiology,128.88,313,19-03-2027,BN-69604,Petty-Grimes Pharma,Cool/Dry
MED-1283,Zyrnol,Antiviral,142.22,168,01-12-2027,BN-40493,Brown-Lee Pharma,Room Temp
MED-1284,Lipotin,Analgesic,135.97,142,29-01-2028,BN-28549,Zimmerman-Edwards Pharma,Refrigerated
MED-1285,Zyrline,Antiviral,54.32,191,12-04-2027,BN-58286,Porter Ltd Pharma,Refrigerated
MED-1286,Mettin,Antiviral,8.52,351,05-06-2028,BN-75538,Hall Inc Pharma,Cool/Dry
MED-1287,Cetivin,Antibiotic,56.64,443,27-04-2027,BN-69987,Johnson Ltd Pharma,Room Temp
MED-1288,Glycoline,Analgesic,112.52,73,29-12-2026,BN-83395,Savage-Baker Pharma,Room Temp
MED-1289,Exerline,Antiviral,25.03,274,27-01-2027,BN-81438,"Gomez, Caldwell and Martin Pharma",Refrigerated
MED-1290,Cetivin,Cardiology,48.69,315,26-09-2028,BN-21885,King LLC Pharma,Cool/Dry
MED-1291,Panzole,Dermatology,76.51,363,10-06-2027,BN-14438,"Torres, Saunders and Davis Pharma",Cool/Dry
MED-1292,Exernol,Analgesic,110.36,393,22-03-2027,BN-30095,Bryan-Hernandez Pharma,Room Temp
MED-1293,Pandex,Antibiotic,113.43,200,21-06-2027,BN-91747,"Cuevas, Yang and Brown Pharma",Room Temp
MED-1294,Ibumab,Dermatology,78.21,292,06-05-2028,BN-43196,"Perkins, Harper and Carter Pharma",Room Temp
MED-1295,Dolotin,Cardiology,47.47,104,20-10-2027,BN-50552,"Arnold, Clayton and Dalton Pharma",Refrigerated
MED-1296,Ibuzen,Cardiology,138.59,33,19-06-2027,BN-60384,"Rose, Young and Brock Pharma",Room Temp
MED-1297,Pantin,Analgesic,111.64,177,02-05-2027,BN-61339,Bowers Inc Pharma,Cool/Dry
MED-1298,Pantin,Antibiotic,82.64,313,15-01-2028,BN-91034,Shaw-Steele Pharma,Room Temp
MED-1299,Dolomab,Dermatology,25.68,192,11-06-2028,BN-47088,Williamson Ltd Pharma,Room Temp
MED-1300,Metvin,Antibiotic,142.88,171,13-03-2027,BN-52360,Obrien Group Pharma,Refrigerated
MED-1301,Ibutin,Dermatology,7.84,293,18-01-2028,BN-29530,Rodriguez and Sons Pharma,Cool/Dry
MED-1302,Dolonol,Cardiology,20.51,158,13-02-2027,BN-87457,Little-Walker Pharma,Refrigerated
MED-1303,Panfen,Cardiology,142.65,482,20-09-2026,BN-24717,Stephenson LLC Pharma,Room Temp
MED-1304,Althomab,Cardiology,31.9,184,22-04-2027,BN-28243,"Perez, Peterson and Wilson Pharma",Refrigerated
MED-1305,Pandex,Antiviral,84.23,181,21-10-2028,BN-31146,Vargas Group Pharma,Cool/Dry
MED-1306,Metpril,Antiviral,41.43,417,22-05-2028,BN-21226,"Donaldson, Brown and Haney Pharma",Room Temp
MED-1307,Exerdex,Antiviral,46.96,215,10-03-2027,BN-12499,"Perez, Perez and Espinoza Pharma",Room Temp
MED-1308,Glycozen,Cardiology,85.71,336,16-05-2028,BN-70000,"Dougherty, Johnson and Goodman Pharma",Room Temp
MED-1309,Panvin,Dermatology,107.19,458,30-07-2027,BN-44861,"Zimmerman, Young and Mcdaniel Pharma",Refrigerated
MED-1310,Cetifen,Antiviral,123.54,156,06-10-2026,BN-63140,Jackson Ltd Pharma,Cool/Dry
MED-1311,Ibuvin,Antiviral,86.5,200,19-06-2027,BN-64404,Bautista and Sons Pharma,Cool/Dry
MED-1312,Althopril,Analgesic,84.02,486,10-10-2026,BN-85202,Rodriguez-Dunn Pharma,Cool/Dry
MED-1313,Exerdex,Antibiotic,77.58,54,22-09-2028,BN-74385,"Brooks, Barton and Morales Pharma",Refrigerated
MED-1314,Lipoline,Antiviral,145.39,153,12-10-2028,BN-36502,"Price, Kennedy and Gallagher Pharma",Room Temp
MED-1315,Dolotin,Analgesic,26.36,479,03-04-2027,BN-51769,"Wells, Bond and Smith Pharma",Cool/Dry
MED-1316,Glyconol,Analgesic,102.73,135,26-09-2026,BN-62283,Bennett-Humphrey Pharma,Cool/Dry
MED-1317,Panline,Analgesic,32.63,31,01-02-2027,BN-87531,Gonzales Inc Pharma,Room Temp
MED-1318,Exervin,Antiviral,11.02,147,10-10-2027,BN-61024,Wise-Woods Pharma,Cool/Dry
MED-1319,Cetifen,Antiviral,94.32,128,23-03-2027,BN-80665,Watson-Espinoza Pharma,Room Temp
MED-1320,Exerline,Analgesic,130.33,198,25-02-2028,BN-61805,"Miller, Nguyen and Smith Pharma",Room Temp
MED-1321,Dolozole,Dermatology,144.01,131,03-12-2026,BN-98522,Cook Inc Pharma,Room Temp
MED-1322,Lipozole,Cardiology,102.47,5,16-09-2027,BN-26976,"Fox, Perry and Crawford Pharma",Room Temp
MED-1323,Exerdex,Antibiotic,72.67,7,08-06-2027,BN-19294,Davila-Anderson Pharma,Refrigerated
MED-1324,Zyrline,Dermatology,57.3,182,14-10-2026,BN-28131,"Perry, Escobar and Rogers Pharma",Cool/Dry
MED-1325,Althomab,Dermatology,80.81,133,02-02-2027,BN-45864,George-Paul Pharma,Room Temp
MED-1326,Cetidex,Antiviral,88.31,68,27-09-2027,BN-17103,Young Ltd Pharma,Room Temp
MED-1327,Pannol,Cardiology,149.31,27,30-05-2028,BN-50343,"Ford, Rivera and Mercado Pharma",Refrigerated
MED-1328,Zyrdex,Dermatology,117.64,326,09-12-2027,BN-45448,Gonzalez LLC Pharma,Refrigerated
MED-1329,Exerfen,Antiviral,128.13,31,29-04-2028,BN-61956,"Miller, Roberts and Allen Pharma",Refrigerated
MED-1330,Exerfen,Cardiology,96.99,365,09-11-2028,BN-88846,"Davis, Lee and Hall Pharma",Room Temp
MED-1331,Althomab,Dermatology,67.65,402,22-04-2028,BN-20532,"Mueller, Bender and Roth Pharma",Cool/Dry
MED-1332,Zyrzen,Analgesic,48.01,333,02-02-2029,BN-90142,Collins Group Pharma,Cool/Dry
MED-1333,Pantin,Analgesic,146.22,152,24-09-2026,BN-96353,Mendez PLC Pharma,Cool/Dry
MED-1334,Zyrline,Dermatology,35.03,323,08-01-2029,BN-91092,Hughes-Christian Pharma,Refrigerated
MED-1335,Panmab,Antiviral,7.49,200,26-04-2028,BN-46202,"Mckee, Heath and Briggs Pharma",Cool/Dry
MED-1336,Ibunol,Antibiotic,123.6,489,18-11-2026,BN-61289,Robinson LLC Pharma,Refrigerated
MED-1337,Zyrtin,Dermatology,57.62,157,19-09-2026,BN-46705,Decker-Gross Pharma,Refrigerated
MED-1338,Cetivin,Antiviral,47.52,118,05-01-2029,BN-53347,Diaz Ltd Pharma,Cool/Dry
MED-1339,Panzole,Antibiotic,99.51,183,24-09-2028,BN-27381,"Holmes, Edwards and Brown Pharma",Cool/Dry
MED-1340,Althomab,Antibiotic,79.85,381,18-06-2027,BN-54442,Waters PLC Pharma,Room Temp
MED-1341,Glycodex,Antibiotic,37.88,449,19-10-2026,BN-77126,"Garrett, Hill and Wolfe Pharma",Cool/Dry
MED-1342,Dolotin,Analgesic,29.76,198,15-11-2026,BN-80596,"Diaz, Thomas and Delgado Pharma",Refrigerated
MED-1343,Glycomab,Antiviral,114.56,67,22-01-2028,BN-76230,Turner Inc Pharma,Cool/Dry
MED-1344,Cetivin,Antiviral,16.03,290,28-09-2027,BN-31023,Carney Group Pharma,Room Temp
MED-1345,Dolodex,Antiviral,68.96,98,09-02-2027,BN-17289,Jones-Ortiz Pharma,Refrigerated
MED-1346,Lipovin,Antibiotic,13.61,417,09-10-2027,BN-75818,Stanton-Mclaughlin Pharma,Cool/Dry
MED-1347,Panzen,Dermatology,84.17,92,31-10-2026,BN-53479,Nelson-Carter Pharma,Refrigerated
MED-1348,Dolovin,Dermatology,126.61,148,19-02-2027,BN-55911,"Schneider, Chan and Burns Pharma",Room Temp
MED-1349,Panzen,Cardiology,91.32,392,17-08-2027,BN-24868,"Robertson, Pitts and Williams Pharma",Cool/Dry
MED-1350,Althopril,Antiviral,95.87,468,20-02-2029,BN-48080,Myers-Riley Pharma,Cool/Dry
MED-1351,Cetivin,Dermatology,116.36,23,17-12-2028,BN-20449,Palmer PLC Pharma,Refrigerated
MED-1352,Lipomab,Analgesic,27.2,153,12-01-2029,BN-53761,Booth-Mcconnell Pharma,Room Temp
MED-1353,Zyrzen,Antibiotic,28.71,390,02-04-2027,BN-37766,Edwards and Sons Pharma,Room Temp
MED-1354,Metmab,Analgesic,90.26,473,09-10-2028,BN-75073,Maddox LLC Pharma,Refrigerated
MED-1355,Dolopril,Cardiology,17.63,197,05-10-2027,BN-59159,Long LLC Pharma,Room Temp
MED-1356,Zyrdex,Antibiotic,44.66,174,14-12-2026,BN-93333,Rose-Diaz Pharma,Refrigerated
MED-1357,Cetimab,Antibiotic,56.52,277,24-11-2028,BN-58814,Leach-Fernandez Pharma,Room Temp
MED-1358,Dolozen,Antibiotic,131.63,468,26-11-2028,BN-53421,"Woods, Novak and Velasquez Pharma",Room Temp
MED-1359,Althofen,Dermatology,22.47,342,27-11-2027,BN-64913,Salinas-Ortega Pharma,Room Temp
MED-1360,Ibutin,Antiviral,21.77,394,02-03-2028,BN-33081,Anderson and Sons Pharma,Refrigerated
MED-1361,Lipotin,Dermatology,25.48,150,18-11-2028,BN-69182,White Inc Pharma,Room Temp
MED-1362,Lipomab,Antiviral,38.15,354,10-11-2026,BN-82360,Gray-Costa Pharma,Cool/Dry
MED-1363,Exerfen,Analgesic,70.23,78,09-02-2028,BN-76670,"Huber, Lee and Castillo Pharma",Room Temp
MED-1364,Ibunol,Dermatology,127.59,404,09-10-2026,BN-17375,Johnson Inc Pharma,Room Temp
MED-1365,Dololine,Antibiotic,16.76,338,09-11-2028,BN-72063,Richardson Ltd Pharma,Cool/Dry
MED-1366,Exerzen,Antiviral,24.45,500,14-04-2027,BN-68387,"Walker, Campbell and Castaneda Pharma",Refrigerated
MED-1367,Althofen,Analgesic,52.18,269,03-04-2028,BN-32423,Weeks-Avila Pharma,Cool/Dry
MED-1368,Liponol,Cardiology,6.34,409,03-07-2028,BN-27025,"Andersen, Hunter and Johnson Pharma",Refrigerated
MED-1369,Cetizen,Antibiotic,42.63,68,18-03-2028,BN-95674,Hurst and Sons Pharma,Cool/Dry
MED-1370,Panfen,Antibiotic,8.51,147,13-12-2027,BN-91839,Gonzalez-Henry Pharma,Cool/Dry
MED-1371,Althozole,Antibiotic,79.48,71,27-12-2028,BN-94075,"Wright, Davis and Faulkner Pharma",Cool/Dry
MED-1372,Lipotin,Dermatology,133.24,133,09-01-2028,BN-78480,Mitchell Ltd Pharma,Refrigerated
MED-1373,Metline,Dermatology,98.04,492,15-12-2027,BN-53386,Bradley-Conrad Pharma,Room Temp
MED-1374,Zyrpril,Antibiotic,126.83,469,14-07-2027,BN-96333,King-Jones Pharma,Cool/Dry
MED-1375,Zyrline,Antibiotic,80.74,491,26-02-2029,BN-22262,Garcia-Moon Pharma,Cool/Dry
MED-1376,Dolozole,Cardiology,111.85,372,26-12-2026,BN-58681,Kelley and Sons Pharma,Cool/Dry
MED-1377,Exertin,Dermatology,77.17,25,02-10-2028,BN-63373,Warren and Sons Pharma,Room Temp
MED-1378,Lipozen,Antiviral,111.28,333,28-12-2026,BN-30118,Austin-Dean Pharma,Room Temp
MED-1379,Pandex,Antiviral,45.01,355,22-08-2027,BN-21453,Mcknight-Garcia Pharma,Refrigerated
MED-1380,Dolozole,Antiviral,27.51,398,20-11-2026,BN-44752,"Mathis, Woods and Cuevas Pharma",Refrigerated
MED-1381,Cetifen,Antibiotic,24.63,449,28-06-2028,BN-17178,Ford-Wells Pharma,Room Temp
MED-1382,Panzen,Cardiology,7.59,372,26-07-2028,BN-20159,Thomas-Hernandez Pharma,Refrigerated
MED-1383,Dolozen,Antibiotic,124.87,345,12-10-2027,BN-16851,Davis-Jackson Pharma,Cool/Dry
MED-1384,Althovin,Antibiotic,110.01,349,14-10-2028,BN-89550,Smith-Rogers Pharma,Room Temp
MED-1385,Metline,Analgesic,119.58,229,12-08-2027,BN-12855,"Copeland, Garner and Martin Pharma",Cool/Dry
MED-1386,Lipomab,Antiviral,68.95,474,22-07-2027,BN-63231,Mcknight Inc Pharma,Cool/Dry
MED-1387,Exermab,Cardiology,48.57,177,25-05-2028,BN-66961,Johnson Inc Pharma,Refrigerated
MED-1388,Exerzole,Analgesic,15.62,312,13-01-2027,BN-87923,Davis Group Pharma,Room Temp
MED-1389,Zyrdex,Antiviral,57.56,3,11-04-2028,BN-26719,Craig Group Pharma,Refrigerated
MED-1390,Zyrfen,Dermatology,40.61,353,17-10-2026,BN-56166,"Moore, Mitchell and Jones Pharma",Cool/Dry
MED-1391,Glycozole,Dermatology,102.37,23,01-03-2029,BN-65312,"Sanchez, Green and Lowe Pharma",Cool/Dry
MED-1392,Cetiline,Cardiology,112.53,139,10-11-2028,BN-13769,Morrison LLC Pharma,Room Temp
MED-1393,Glycozen,Antibiotic,145.25,492,06-05-2027,BN-69985,Mcdaniel LLC Pharma,Cool/Dry
MED-1394,Zyrpril,Antibiotic,144.54,389,30-04-2027,BN-97848,"Day, Mckenzie and Miller Pharma",Cool/Dry
MED-1395,Glycoline,Cardiology,108.03,255,16-02-2028,BN-72542,Fuller and Sons Pharma,Room Temp
MED-1396,Zyrzen,Analgesic,145.89,84,01-01-2029,BN-64283,"Foster, Jensen and Patel Pharma",Cool/Dry
MED-1397,Glycotin,Analgesic,144.46,203,04-01-2028,BN-66401,Davis-Cain Pharma,Cool/Dry
MED-1398,Panfen,Antibiotic,80.94,130,02-06-2028,BN-50501,James Inc Pharma,Refrigerated
MED-1399,Lipopril,Antibiotic,18.74,82,15-02-2028,BN-83550,Adams-Andrade Pharma,Cool/Dry
MED-1400,Metzole,Analgesic,64.4,331,23-08-2027,BN-13571,"Edwards, White and Long Pharma",Room Temp
MED-1401,Dolonol,Cardiology,105.27,298,12-04-2027,BN-68959,"Archer, Carter and Hicks Pharma",Refrigerated
MED-1402,Lipozen,Antiviral,25.68,49,13-04-2027,BN-80664,"Rhodes, Vaughn and Romero Pharma",Cool/Dry
MED-1403,Lipopril,Antibiotic,134.33,277,08-04-2027,BN-24811,"Wilkinson, King and Smith Pharma",Refrigerated
MED-1404,Panvin,Dermatology,123.77,128,21-03-2028,BN-60335,Adams-Perez Pharma,Refrigerated
MED-1405,Panzole,Dermatology,70.43,28,05-04-2027,BN-41195,"Guerra, Vargas and Leonard Pharma",Cool/Dry
MED-1406,Pantin,Dermatology,29.55,347,20-05-2027,BN-10186,Gordon Group Pharma,Room Temp
MED-1407,Metzen,Dermatology,44.48,380,25-07-2028,BN-34434,"Green, Hatfield and Johnson Pharma",Room Temp
MED-1408,Metline,Antibiotic,56.26,157,26-03-2028,BN-59584,Cox-Stevenson Pharma,Room Temp
MED-1409,Exermab,Analgesic,106.71,25,12-05-2027,BN-63235,"Huynh, Elliott and Gillespie Pharma",Refrigerated
MED-1410,Dolonol,Cardiology,36.39,274,31-01-2028,BN-51863,"Allen, Mooney and Martinez Pharma",Refrigerated
MED-1411,Althozole,Cardiology,83.62,17,15-01-2029,BN-65704,Wilson PLC Pharma,Refrigerated
MED-1412,Liponol,Antibiotic,15.81,41,17-11-2027,BN-39706,Lutz Group Pharma,Room Temp
MED-1413,Zyrpril,Dermatology,134.69,263,21-03-2028,BN-45632,"Brown, Rodriguez and Beck Pharma",Refrigerated
MED-1414,Dolozole,Analgesic,9.48,67,29-03-2028,BN-82270,"Bates, Carlson and Gray Pharma",Cool/Dry
MED-1415,Metpril,Antiviral,144.56,498,09-06-2027,BN-25472,"Davis, Howell and Barton Pharma",Cool/Dry
MED-1416,Cetizole,Antibiotic,131.86,469,08-12-2027,BN-70903,"Hughes, Guzman and Stephens Pharma",Room Temp
MED-1417,Cetimab,Cardiology,57.71,25,17-08-2028,BN-18152,"Evans, Matthews and Lewis Pharma",Room Temp
MED-1418,Zyrpril,Antibiotic,60.32,205,18-01-2029,BN-60737,Deleon-Roberts Pharma,Room Temp
MED-1419,Dolozen,Dermatology,22.21,483,04-11-2026,BN-42140,Haley-Rodriguez Pharma,Refrigerated
MED-1420,Ibumab,Antibiotic,112.23,166,18-06-2027,BN-38745,Lawrence-Roman Pharma,Cool/Dry
MED-1421,Metline,Antibiotic,104.14,433,13-02-2029,BN-80851,Vazquez-Smith Pharma,Room Temp
MED-1422,Ibuvin,Cardiology,148.82,296,17-12-2026,BN-79507,Bowers PLC Pharma,Refrigerated
MED-1423,Ibunol,Antibiotic,41.38,183,20-11-2028,BN-73372,"Jackson, Adams and Cooper Pharma",Room Temp
MED-1424,Ibuzole,Cardiology,139.08,208,27-11-2026,BN-53834,Green Ltd Pharma,Room Temp
MED-1425,Cetiline,Antiviral,110.23,439,02-05-2027,BN-22871,Gray-Clarke Pharma,Cool/Dry
MED-1426,Dololine,Antibiotic,125.89,104,09-10-2027,BN-83559,Carlson-Taylor Pharma,Refrigerated
MED-1427,Lipoline,Dermatology,110.24,422,11-11-2027,BN-94217,Conrad-Love Pharma,Cool/Dry
MED-1428,Zyrvin,Antiviral,85.5,205,27-11-2027,BN-36664,Mills Ltd Pharma,Cool/Dry
MED-1429,Zyrdex,Antiviral,67.05,229,22-04-2028,BN-72905,"Waters, Arnold and Scott Pharma",Room Temp
MED-1430,Glycotin,Cardiology,44.68,193,08-10-2026,BN-97165,Mendez PLC Pharma,Refrigerated
MED-1431,Lipofen,Analgesic,33.08,71,14-06-2028,BN-47966,Rodriguez-Fields Pharma,Room Temp
MED-1432,Zyrzole,Antiviral,105.19,208,20-10-2026,BN-60274,Baker PLC Pharma,Room Temp
MED-1433,Ibuzen,Antiviral,15.76,241,20-05-2028,BN-94706,"Williams, Campbell and Hurst Pharma",Room Temp
MED-1434,Glycopril,Dermatology,28.2,50,10-01-2029,BN-65014,Richard Inc Pharma,Cool/Dry
MED-1435,Liponol,Analgesic,6.11,317,09-11-2026,BN-81302,Hernandez-Flores Pharma,Cool/Dry
MED-1436,Zyrzen,Antiviral,130.91,132,05-08-2028,BN-10456,Oconnell-Smith Pharma,Refrigerated
MED-1437,Cetinol,Analgesic,58.14,371,11-04-2027,BN-24476,"Baker, Wilson and Soto Pharma",Cool/Dry
MED-1438,Cetinol,Cardiology,120.44,351,17-02-2028,BN-93926,Acosta PLC Pharma,Room Temp
MED-1439,Lipopril,Cardiology,127.04,177,04-11-2028,BN-74962,"Perez, Walker and Smith Pharma",Room Temp
MED-1440,Metzole,Antibiotic,41.99,210,06-04-2027,BN-90353,"Roberts, Klein and Martinez Pharma",Refrigerated
MED-1441,Lipoline,Dermatology,136.54,87,02-10-2026,BN-52821,Patterson-Thompson Pharma,Cool/Dry
MED-1442,Lipotin,Analgesic,131.38,104,18-07-2027,BN-45080,"Myers, Jones and Jones Pharma",Room Temp
MED-1443,Zyrdex,Antibiotic,45.29,182,30-01-2027,BN-65417,"Vasquez, Mccullough and Howard Pharma",Cool/Dry
MED-1444,Dolovin,Dermatology,51.48,290,14-10-2028,BN-98811,"Williamson, Hernandez and Phillips Pharma",Cool/Dry
MED-1445,Cetidex,Dermatology,94.89,281,15-10-2026,BN-74159,Price-Lyons Pharma,Refrigerated
MED-1446,Glyconol,Dermatology,98.48,312,13-01-2027,BN-12434,Lopez Inc Pharma,Cool/Dry
MED-1447,Althovin,Cardiology,26.42,92,05-05-2027,BN-72506,Oconnell-Duncan Pharma,Cool/Dry
MED-1448,Glycovin,Dermatology,131.45,446,21-10-2028,BN-88075,Potter-Gallegos Pharma,Cool/Dry
MED-1449,Althodex,Antibiotic,63.14,55,29-05-2028,BN-38684,Grimes-King Pharma,Refrigerated
MED-1450,Metline,Dermatology,123.17,183,11-10-2027,BN-69298,Morrison-Cooper Pharma,Refrigerated
MED-1451,Ibuvin,Antiviral,13.29,230,04-08-2028,BN-84427,Barrett LLC Pharma,Cool/Dry
MED-1452,Glycoline,Cardiology,70.87,168,14-03-2027,BN-18233,Sanders-Taylor Pharma,Cool/Dry
MED-1453,Exervin,Antibiotic,140.17,5,20-12-2027,BN-80563,Fox and Sons Pharma,Cool/Dry
MED-1454,Althomab,Cardiology,126.15,223,11-10-2028,BN-51154,Tran-Ross Pharma,Refrigerated
MED-1455,Metpril,Antiviral,35.86,293,20-06-2027,BN-17386,Johnson LLC Pharma,Cool/Dry
MED-1456,Dolovin,Dermatology,49.58,373,17-02-2027,BN-81466,"Brady, Smith and Kerr Pharma",Room Temp
MED-1457,Cetidex,Antibiotic,96.28,157,11-11-2026,BN-23559,Marquez-Rivera Pharma,Refrigerated
MED-1458,Liponol,Antiviral,38.9,223,10-05-2028,BN-65394,Davis-Thompson Pharma,Refrigerated
MED-1459,Dolomab,Analgesic,60.78,18,27-07-2028,BN-11914,"Boyer, Brock and Jones Pharma",Cool/Dry
MED-1460,Mettin,Cardiology,37.94,148,01-09-2027,BN-81658,Gonzalez-Haynes Pharma,Room Temp
MED-1461,Dolodex,Antibiotic,147.95,205,18-10-2027,BN-11444,"Watson, Vargas and Walsh Pharma",Cool/Dry
MED-1462,Lipotin,Antiviral,44.62,349,24-12-2027,BN-52447,Johnson-White Pharma,Refrigerated
MED-1463,Zyrmab,Dermatology,66.63,456,20-09-2027,BN-62750,"Peters, Lane and Lawson Pharma",Refrigerated
MED-1464,Ibuvin,Analgesic,24.54,357,28-10-2026,BN-28052,Gonzalez-Bruce Pharma,Refrigerated
MED-1465,Ibunol,Analgesic,41.95,281,04-10-2026,BN-64833,Barton PLC Pharma,Refrigerated
MED-1466,Althofen,Antibiotic,69.94,40,08-10-2028,BN-39881,Anderson Group Pharma,Cool/Dry
MED-1467,Zyrzole,Dermatology,109.87,132,05-04-2028,BN-46986,"Brown, West and Oliver Pharma",Cool/Dry
MED-1468,Panline,Antibiotic,106.99,225,29-05-2028,BN-38630,Smith-Zimmerman Pharma,Room Temp
MED-1469,Zyrmab,Analgesic,61.44,34,13-04-2027,BN-31947,Ramos Ltd Pharma,Room Temp
MED-1470,Dolofen,Antibiotic,77.5,358,30-06-2028,BN-12610,Thompson-Garcia Pharma,Refrigerated
MED-1471,Panzole,Dermatology,45.06,451,27-01-2027,BN-68648,Wheeler Inc Pharma,Refrigerated
MED-1472,Dolozole,Dermatology,112.9,145,19-09-2027,BN-27502,Jackson-Solomon Pharma,Room Temp
MED-1473,Panzen,Antiviral,103.42,251,04-06-2027,BN-65466,Miller LLC Pharma,Refrigerated
